source_file,window_index,aircraft_id,aircraft_name,start_time_s,end_time_s,duration_s,sample_count,altitude_start_m,altitude_end_m,altitude_delta_m,ground_speed_start_mps,ground_speed_end_mps,ground_speed_delta_mps,ground_speed_mean_mps,total_speed_mean_mps,vertical_speed_mean_mps,sink_rate_peak_mps,climb_rate_peak_mps,track_change_deg,track_rate_mean_abs_deg_s,track_rate_peak_abs_deg_s,roll_mean_abs_deg,roll_peak_abs_deg,pitch_mean_abs_deg,pitch_peak_abs_deg,acceleration_mean_mps2,acceleration_peak_abs_mps2,label,label_version
C:\Users\öseoijfowfn\Saved Games\DCS\Tracks\DCS-NotTacView\20260923T202540Z_807999.export.zip,1,1,FA-18C_hornet,0.0,4.966,4.966,43,3655.217,3639.445,-15.771999999999935,176.98003143526202,208.3343214849958,31.354290049733777,204.08306757505142,204.11306426926248,-3.0981401352733773,5.306569343064684,0.0,-0.0037062409084001047,0.0012539442427149554,0.0035772905445195188,0.023611093023255814,0.032665,1.7929718604651164,2.291179,5.677672755817421,212.78751874007753,acceleration,heuristic_ms2_v1
C:\Users\öseoijfowfn\Saved Games\DCS\Tracks\DCS-NotTacView\20260923T202540Z_807999.export.zip,2,1,FA-18C_hornet,1.045,5.977,4.932,42,3651.725,3639.047,-12.677999999999884,204.12241141379474,210.90327225157571,6.780860837780978,205.74193522658186,205.7664979084265,-2.668345668838173,5.306569343064684,0.0,-0.0037520062492717443,0.0012487988402131774,0.0035772905445195188,0.029012690476190477,0.032665,2.1886189523809527,2.329182,1.3023502395025002,2.9328125787970367,steady,heuristic_ms2_v1
C:\Users\öseoijfowfn\Saved Games\DCS\Tracks\DCS-NotTacView\20260923T202540Z_807999.export.zip,3,1,FA-18C_hornet,2.021,6.915,4.894,42,3646.843,3639.337,-7.505999999999858,203.13667371974094,213.32455859745698,10.187884877716044,207.39115564852204,207.403603927611,-1.6366728294228792,4.522522522522097,0.555555555556022,-0.00295585214479388,0.0010279210070463548,0.003095817313461066,0.029571309523809524,0.032608,2.2751078571428573,2.358021,2.003527548674033,2.9328125787970367,steady,heuristic_ms2_v1
C:\Users\öseoijfowfn\Saved Games\DCS\Tracks\DCS-NotTacView\20260923T202540Z_807999.export.zip,4,1,FA-18C_hornet,3.057,7.925,4.868,42,3642.98,3640.18,-2.800000000000182,204.06691756154356,215.94729014812845,11.880372586584883,209.84395046633404,209.8486200192298,-0.619617406544906,3.103174603175212,1.039215686272233,-0.0023475627533002807,0.0008778064062405509,0.002851696751906826,0.028415690476190476,0.031154,2.3107536428571427,2.376305,2.4320137704967433,2.9328125787970367,steady,heuristic_ms2_v1
C:\Users\öseoijfowfn\Saved Games\DCS\Tracks\DCS-NotTacView\20260923T202540Z_807999.export.zip,5,1,FA-18C_hornet,4.094,8.943,4.848999999999999,42,3640.542,3641.44,0.8980000000001382,206.27250981079357,218.54848798631886,12.275978175525296,212.49828372527622,212.50039936461508,0.17951208794343357,1.7798165137610937,1.3859649122798523,-0.0016725701009931981,0.0008463818950447459,0.0031634037139783144,0.02710454761904762,0.030022,2.3390168333333334,2.382512,2.5460577545310015,3.0008548819086642,acceleration,heuristic_ms2_v1
C:\Users\öseoijfowfn\Saved Games\DCS\Tracks\DCS-NotTacView\20260923T202540Z_807999.export.zip,6,1,FA-18C_hornet,5.101,9.972,4.8709999999999996,42,3639.342,3643.016,3.673999999999978,208.67609679131067,221.18072743256351,12.504630641252845,214.93201599169126,214.9343168639569,0.7240591845881941,0.7629629629634492,1.633027522934712,-0.0010105828106361514,0.0007459996765476961,0.0031634037139783144,0.025838833333333335,0.028773,2.3589192142857143,2.382549,2.5888077596855745,3.09262822313802,acceleration,heuristic_ms2_v1
C:\Users\öseoijfowfn\Saved Games\DCS\Tracks\DCS-NotTacView\20260923T202540Z_807999.export.zip,7,1,FA-18C_hornet,6.101,10.998,4.896999999999999,43,3639.053,3644.816,5.76299999999992,211.2232352327384,223.7837410115855,12.560505778847102,217.49636211006623,217.4999619625889,1.1472749577949017,0.0,1.8349514563092357,-0.0004627024342767072,0.0007834332677880546,0.0031634037139783144,0.024358511627906976,0.027784,2.370615069767442,2.382549,2.5860724175836936,3.09262822313802,acceleration,heuristic_ms2_v1
C:\Users\öseoijfowfn\Saved Games\DCS\Tracks\DCS-NotTacView\20260923T202540Z_807999.export.zip,8,1,FA-18C_hornet,7.017,11.925,4.908,43,3639.4,3646.595,7.194999999999709,213.60684914612133,226.09721335979023,12.490364213668897,219.87088820814998,219.875953776783,1.4449496003542412,0.0,1.9819819819801676,0.00013890311061004468,0.0007651170368867241,0.0031634037139783144,0.022829162790697674,0.026757,2.3732388139534883,2.382549,2.571525173418655,3.09262822313802,acceleration,heuristic_ms2_v1
C:\Users\öseoijfowfn\Saved Games\DCS\Tracks\DCS-NotTacView\20260923T202540Z_807999.export.zip,9,1,FA-18C_hornet,8.059,12.972,4.913,43,3640.325,3648.748,8.42300000000023,216.25182321483115,228.70396391947853,12.452140704647377,222.53844023607132,222.5451010589884,1.7001314883596064,0.0,2.1176470588224885,0.0007966469275970667,0.0008209305212045102,0.0031634037139783144,0.020936348837209302,0.025353,2.3678326279069766,2.382549,2.5500930771427117,3.09262822313802,acceleration,heuristic_ms2_v1
C:\Users\öseoijfowfn\Saved Games\DCS\Tracks\DCS-NotTacView\20260923T202540Z_807999.export.zip,10,1,FA-18C_hornet,9.081,13.865,4.784000000000001,42,3641.635,3650.685,9.049999999999727,218.87038044130458,230.87286705046841,12.002486609163839,225.0422460264098,225.050251058324,1.8878998087261678,0.0,2.208333333332254,0.0012542188222823825,0.0008865557970990936,0.0033149290964552503,0.01905242857142857,0.02364,2.356595738095238,2.382549,2.5224611111332336,3.09262822313802,acceleration,heuristic_ms2_v1
C:\Users\öseoijfowfn\Saved Games\DCS\Tracks\DCS-NotTacView\20260923T202540Z_807999.export.zip,11,1,FA-18C_hornet,10.075,14.942,4.867000000000001,43,3643.188,3653.124,9.935999999999694,221.45060740213088,233.49112889896426,12.040521496833378,227.50715415019138,227.5162860661883,2.032370615130584,0.0,2.301724137929536,0.001962580266479108,0.0009580952243209564,0.0033149290964552503,0.01713620930232558,0.021848,2.3397761395348837,2.378273,2.4903618615795717,2.932271242133093,acceleration,heuristic_ms2_v1
C:\Users\öseoijfowfn\Saved Games\DCS\Tracks\DCS-NotTacView\20260923T202540Z_807999.export.zip,12,1,FA-18C_hornet,11.112,15.952,4.84,43,3645.027,3655.504,10.476999999999862,224.05649214584568,235.80942840514655,11.752936259300867,230.06722391956768,230.07738530882256,2.158740837069689,0.0,2.3913043478268734,0.0023338765970493114,0.001108748061367079,0.004021382160665715,0.015098302325581396,0.019919,2.319198465116279,2.366935,2.4388262977195736,2.932271242133093,steady,heuristic_ms2_v1
C:\Users\öseoijfowfn\Saved Games\DCS\Tracks\DCS-NotTacView\20260923T202540Z_807999.export.zip,13,1,FA-18C_hornet,12.032,16.962,4.93,43,3646.808,3657.776,10.967999999999847,226.36861130506824,234.8749177522984,8.506306447230145,232.01413865870364,232.02479486678757,2.2216278488422843,0.0,2.392523364488881,0.003100084784705359,0.0012090442549237712,0.004021382160665715,0.013227581395348837,0.018074,2.284998511627907,2.352438,1.8010095657293088,2.932271242133093,steady,heuristic_ms2_v1
