source_file,window_index,aircraft_id,aircraft_name,start_time_s,end_time_s,duration_s,sample_count,altitude_start_m,altitude_end_m,altitude_delta_m,ground_speed_start_mps,ground_speed_end_mps,ground_speed_delta_mps,ground_speed_mean_mps,total_speed_mean_mps,vertical_speed_mean_mps,sink_rate_peak_mps,climb_rate_peak_mps,track_change_deg,track_rate_mean_abs_deg_s,track_rate_peak_abs_deg_s,roll_mean_abs_deg,roll_peak_abs_deg,pitch_mean_abs_deg,pitch_peak_abs_deg,acceleration_mean_mps2,acceleration_peak_abs_mps2,label,label_version
C:\Users\öseoijfowfn\Saved Games\DCS\Tracks\DCS-NotTacView\20260923T201230Z_231999.export.zip,1,1,FA-18C_hornet,0.0,4.992,4.992,40,3655.217,3642.045,-13.172000000000025,186.07114748441535,215.13622307060197,29.065075586186623,207.35067026433086,207.3753329838373,-2.562325372694824,5.289719626166389,0.21359223300907348,-0.00494441183809613,0.0011698549116399568,0.0034810407865651593,0.027139075000000002,0.038423,1.872557025,2.38963,6.2060635218341025,164.59094141992838,acceleration,heuristic_ms2_v1
C:\Users\öseoijfowfn\Saved Games\DCS\Tracks\DCS-NotTacView\20260923T201230Z_231999.export.zip,2,1,FA-18C_hornet,1.106,5.983,4.877,39,3651.404,3642.824,-8.579999999999927,204.23530800036437,219.34281477302153,15.10750677265716,210.50233528565025,210.52059992774795,-1.7852718658885225,5.289719626166389,1.2096774193555755,-0.005151172211924404,0.001170774539358816,0.0034810407865651593,0.033893846153846156,0.038423,2.303992717948718,2.441862,3.1114404021040674,6.048384740488692,acceleration,heuristic_ms2_v1
C:\Users\öseoijfowfn\Saved Games\DCS\Tracks\DCS-NotTacView\20260923T201230Z_231999.export.zip,3,1,FA-18C_hornet,2.106,6.897,4.791,38,3646.646,3644.348,-2.298000000000229,205.55197788557004,223.42321397739622,17.871236091826177,213.76845621651103,213.77599369410743,-0.502796875278865,4.018518518516132,1.9717514124302775,-0.0038947180747186394,0.0009813088219162457,0.0029440733037595034,0.034803,0.038423,2.3915673684210526,2.475785,3.827867970764745,6.262528122544063,acceleration,heuristic_ms2_v1
C:\Users\öseoijfowfn\Saved Games\DCS\Tracks\DCS-NotTacView\20260923T201230Z_231999.export.zip,4,1,FA-18C_hornet,3.068,7.942,4.8740000000000006,40,3643.742,3646.864,3.1219999999998436,208.15276475451017,228.6448674392153,20.492102684705117,217.82558087659655,217.83133874213428,0.612890458650527,2.2699999999986153,2.7155963302735944,-0.002881774471063636,0.0009514969037126323,0.002842438427946418,0.033349525000000005,0.037661,2.418280925,2.488986,4.306317794516052,6.399392701352227,acceleration,heuristic_ms2_v1
C:\Users\öseoijfowfn\Saved Games\DCS\Tracks\DCS-NotTacView\20260923T201230Z_231999.export.zip,5,1,FA-18C_hornet,4.026,8.989,4.963000000000001,41,3642.31,3650.025,7.7150000000001455,211.24433248494273,233.8175694659278,22.573236980985058,221.95686424821994,221.96504665792244,1.4840031819524275,0.966292134831604,3.2302158273386006,-0.0021967666958744303,0.0009105822107680695,0.002413646432733582,0.03192960975609756,0.034967,2.442362097560976,2.488986,4.60342534251107,6.399392701352227,acceleration,heuristic_ms2_v1
C:\Users\öseoijfowfn\Saved Games\DCS\Tracks\DCS-NotTacView\20260923T201230Z_231999.export.zip,6,1,FA-18C_hornet,5.106,9.936,4.83,39,3642.084,3656.313,14.22900000000027,215.5831343796349,237.04863649588114,21.465502116246228,226.48860148157837,226.51904487519258,2.7909881280389763,0.0,14.591240875914192,-0.012242884237252838,0.0028461647097014803,0.03550952719448041,0.03583546153846154,0.146532,3.219620435897436,13.901505,4.668982037861263,6.399392701352227,acceleration,heuristic_ms2_v1
C:\Users\öseoijfowfn\Saved Games\DCS\Tracks\DCS-NotTacView\20260923T201230Z_231999.export.zip,7,1,FA-18C_hornet,6.087,10.991,4.904,39,3642.961,3703.759,60.79800000000023,219.85552081623587,218.3821963673507,-1.4733244488851653,228.67841245384355,229.75414252017697,11.927156693738121,0.0,69.93388429752032,-0.15934336319685372,0.03213800018324914,0.24972522521599416,0.1536088717948718,1.02414,7.75825882051282,31.12802,2.1486364563080214,12.653045809278629,climb,heuristic_ms2_v1
C:\Users\öseoijfowfn\Saved Games\DCS\Tracks\DCS-NotTacView\20260923T201230Z_231999.export.zip,8,1,FA-18C_hornet,7.001,11.935,4.934,39,3644.564,3793.441,148.87699999999995,224.08782657323718,191.637810634851,-32.45001593838617,225.57830359309503,230.46513162726356,28.595884270373162,0.0,113.11304347825902,-0.5837846001084017,0.11490721655405768,0.8599155986629446,0.4937180256410256,2.647914,14.114921846153846,43.10417,-0.00848059035974429,12.653045809278629,climb,heuristic_ms2_v1
C:\Users\öseoijfowfn\Saved Games\DCS\Tracks\DCS-NotTacView\20260923T201230Z_231999.export.zip,9,1,FA-18C_hornet,8.064,12.979,4.914999999999999,38,3647.203,3933.75,286.547,229.2165854968825,154.12556399765705,-75.09102149922543,213.97302397726443,228.86671666481274,57.06797168203289,0.0,149.4511278195495,-1.6286750571182438,0.3313846208452042,1.6284436195817595,1.3919008157894737,5.804303,24.569870789473683,56.716576,-2.8077679093585686,12.653045809278629,climb,heuristic_ms2_v1
C:\Users\öseoijfowfn\Saved Games\DCS\Tracks\DCS-NotTacView\20260923T201230Z_231999.export.zip,10,1,FA-18C_hornet,9.103,13.989,4.886000000000001,39,3650.399,4099.345,448.94600000000037,234.46234079859417,109.83334688244916,-124.628993916145,190.93073887569366,223.85793276137164,92.81740594008174,0.0,173.4513274336295,-4.097650530175372,0.8895781907557071,3.479579290316173,3.608468871794872,14.534257,38.3120188974359,70.734498,-5.916472334523182,12.653045809278629,climb,heuristic_ms2_v1
